0.998269 0.992913 0.958556 0.872579 0.793165 0.727976 0.669518 0.614264 0.563820 0.517521 0.475944 0.437081
0.998227 0.992830 0.958416 0.872604 0.793255 0.727826 0.669099 0.613894 0.563409 0.516801 0.475099 0.435890
0.998764 0.994150 0.963151 0.882469 0.803472 0.738463 0.687504 0.645934 0.610181 0.576577 0.544027 0.512693
0.998786 0.994195 0.963215 0.882363 0.803006 0.737788 0.686626 0.645061 0.609302 0.575484 0.542611 0.511235
0.997639 0.991530 0.954591 0.863704 0.776558 0.706629 0.654685 0.615349 0.580329 0.546550 0.513796 0.482502
0.997640 0.991529 0.954580 0.863750 0.776623 0.706838 0.655300 0.615775 0.580120 0.546005 0.513203 0.481825
0.997571 0.991433 0.954391 0.863052 0.777072 0.709882 0.658499 0.615948 0.578401 0.544055 0.512525 0.482720
0.997561 0.991411 0.954308 0.862781 0.776796 0.710050 0.659233 0.616993 0.579392 0.544994 0.513410 0.483632
0.997870 0.992297 0.958317 0.873901 0.795301 0.732988 0.680214 0.634919 0.598696 0.570483 0.547575 0.527016
0.997869 0.992303 0.958316 0.873805 0.795309 0.732960 0.680274 0.635417 0.599549 0.571590 0.549040 0.528768
0.997879 0.992220 0.957268 0.870420 0.790490 0.725672 0.670233 0.625299 0.591416 0.562903 0.536717 0.514299
0.997889 0.992231 0.957234 0.870477 0.790730 0.725742 0.670160 0.625716 0.592216 0.563527 0.537219 0.515135
0.998505 0.993875 0.964564 0.892780 0.826056 0.770279 0.720351 0.676822 0.641126 0.611344 0.585071 0.563630
0.998513 0.993904 0.964733 0.893217 0.826596 0.770374 0.719867 0.676231 0.640785 0.611317 0.585636 0.564865
0.999048 0.995120 0.968069 0.896089 0.823021 0.757587 0.698859 0.648450 0.606768 0.572580 0.543410 0.515064
0.999049 0.995121 0.968034 0.895685 0.821839 0.755745 0.697029 0.647071 0.605750 0.571790 0.542521 0.513603
0.997936 0.992730 0.961335 0.883905 0.811992 0.754624 0.705677 0.659629 0.615655 0.576375 0.542096 0.510523
0.997977 0.992826 0.961648 0.884504 0.812589 0.755176 0.706266 0.660445 0.616779 0.577757 0.543492 0.511889
0.998374 0.993119 0.959347 0.875681 0.797754 0.737689 0.689327 0.645840 0.604807 0.568619 0.537190 0.506071
0.998355 0.993089 0.959363 0.875792 0.797866 0.737705 0.689230 0.645302 0.603877 0.567806 0.536211 0.504704
0.998510 0.993729 0.962556 0.881630 0.801804 0.733398 0.673679 0.619953 0.571145 0.526808 0.485018 0.446926
0.998504 0.993712 0.962455 0.881455 0.801676 0.733322 0.673733 0.619779 0.570870 0.526350 0.484669 0.446681
0.998368 0.993289 0.960577 0.877107 0.797181 0.733828 0.684877 0.646471 0.618154 0.598774 0.582990 0.565793
0.998384 0.993320 0.960599 0.877019 0.797076 0.733696 0.684653 0.646558 0.618889 0.599634 0.583240 0.565539
0.998450 0.993306 0.959777 0.874641 0.793397 0.728199 0.676332 0.630997 0.588329 0.548927 0.515111 0.486575
0.998451 0.993311 0.959796 0.874563 0.793221 0.728240 0.676212 0.630459 0.587796 0.548895 0.515584 0.487395
0.997997 0.992518 0.958982 0.878624 0.806799 0.748974 0.700334 0.658865 0.623089 0.592204 0.565006 0.541925
0.997970 0.992486 0.959075 0.879160 0.807335 0.749172 0.700294 0.658837 0.623331 0.592533 0.565540 0.542495
0.997432 0.990695 0.949959 0.851739 0.761202 0.688271 0.628009 0.578837 0.537333 0.499321 0.465591 0.435055
0.997474 0.990797 0.950280 0.852252 0.761646 0.688623 0.628320 0.579421 0.537607 0.499366 0.465935 0.435650
0.998326 0.993029 0.959065 0.875218 0.800074 0.742466 0.696797 0.659146 0.627558 0.598714 0.570641 0.542042
0.998367 0.993118 0.959292 0.875566 0.800354 0.742607 0.696908 0.659452 0.627864 0.598847 0.570318 0.540943
