       0.2675461        0.0000000
       0.4299642        0.0000000
       0.5923822        0.0018790
       0.7548003        0.0024426
       0.9172184        0.0075158
       1.0796364        0.0118374
       1.2420545        0.0191653
       1.4044726        0.0338211
       1.5668906        0.0497922
       1.7293087        0.0606902
       1.8917268        0.0817344
       2.0541448        0.0956387
       2.2165629        0.1125492
       2.3789810        0.1382909
       2.5413990        0.1664752
       2.7038171        0.1771852
       2.8662352        0.1976658
       3.0286532        0.2115700
       3.1910713        0.2211527
       3.3534894        0.2281048
       3.5159074        0.2374996
       3.6783255        0.2502764
       3.8407436        0.2390027
       4.0031616        0.2358085
       4.1655797        0.2399422
       4.3279978        0.2348690
       4.4904158        0.2326143
       4.6528339        0.2014237
       4.8152520        0.2110063
       4.9776700        0.1880831
       5.1400881        0.1809431
       5.3025062        0.1706089
       5.4649242        0.1585836
       5.6273423        0.1495646
       5.7897604        0.1360361
       5.9521784        0.1247624
       6.1145965        0.1251382
       6.2770146        0.1055971
       6.4394327        0.0982692
       6.6018507        0.0915050
       6.7642688        0.0777886
       6.9266869        0.0738428
       7.0891049        0.0725276
       7.2515230        0.0559928
       7.4139411        0.0526107
       7.5763591        0.0464101
       7.7387772        0.0430280
       7.9011953        0.0383306
       8.0636133        0.0349485
       8.2260314        0.0257416
       8.3884495        0.0266811
       8.5508675        0.0255537
       8.7132856        0.0184137
       8.8757037        0.0210443
       9.0381217        0.0148437
       9.2005398        0.0140921
       9.3629579        0.0140921
       9.5253759        0.0080795
       9.6877940        0.0095827
       9.8502121        0.0082674
      10.0126301        0.0062005
      10.1750482        0.0067642
      10.3374663        0.0045095
      10.4998843        0.0041337
      10.6623024        0.0046974
      10.8247205        0.0024426
      10.9871385        0.0037579
      11.1495566        0.0011274
      11.3119747        0.0022547
      11.4743927        0.0022547
      11.6368108        0.0015032
      11.7992289        0.0007516
      11.9616469        0.0011274
      12.1240650        0.0007516
      12.2864831        0.0007516
      12.4489011        0.0009395
      12.6113192        0.0003758
      12.7737373        0.0000000
      12.9361553        0.0000000
      13.0985734        0.0001879
      13.2609915        0.0000000
      13.4234096        0.0001879
      13.5858276        0.0003758
      13.7482457        0.0001879
      13.9106638        0.0001879
      14.0730818        0.0000000
      14.2354999        0.0000000
      14.3979180        0.0001879
      14.5603360        0.0000000
      14.7227541        0.0000000
      14.8851722        0.0000000
      15.0475902        0.0000000
      15.2100083        0.0001879
      15.3724264        0.0000000
      15.5348444        0.0001879
      15.6972625        0.0000000
      15.8596806        0.0000000
      16.0220986        0.0000000
      16.1845167        0.0000000
      16.3469348        0.0000000
      16.5093528        0.0000000
       0.2675461        0.0001879
       0.4299642        0.0000000
       0.5923822        0.0022547
       0.7548003        0.0039458
       0.9172184        0.0058248
       1.0796364        0.0097706
       1.2420545        0.0201048
       1.4044726        0.0319422
       1.5668906        0.0475375
       1.7293087        0.0627570
       1.8917268        0.0800434
       2.0541448        0.0977055
       2.2165629        0.1142403
       2.3789810        0.1446793
       2.5413990        0.1692936
       2.7038171        0.1854526
       2.8662352        0.1916531
       3.0286532        0.2048058
       3.1910713        0.2143884
       3.3534894        0.2312990
       3.5159074        0.2297959
       3.6783255        0.2279169
       3.8407436        0.2453912
       4.0031616        0.2418211
       4.1655797        0.2337417
       4.3279978        0.2281048
       4.4904158        0.2228437
       4.6528339        0.2017995
       4.8152520        0.1971021
       4.9776700        0.1920289
       5.1400881        0.1850768
       5.3025062        0.1754941
       5.4649242        0.1670388
       5.6273423        0.1559530
       5.7897604        0.1446793
       5.9521784        0.1303993
       6.1145965        0.1253261
       6.2770146        0.1010876
       6.4394327        0.0922566
       6.6018507        0.0896260
       6.7642688        0.0875592
       6.9266869        0.0704607
       7.0891049        0.0621933
       7.2515230        0.0648239
       7.4139411        0.0516712
       7.5763591        0.0527986
       7.7387772        0.0434038
       7.9011953        0.0390822
       8.0636133        0.0366396
       8.2260314        0.0334453
       8.3884495        0.0276206
       8.5508675        0.0246143
       8.7132856        0.0201048
       8.8757037        0.0214201
       9.0381217        0.0137164
       9.2005398        0.0127769
       9.3629579        0.0131527
       9.5253759        0.0095827
       9.6877940        0.0099584
       9.8502121        0.0084553
      10.0126301        0.0073279
      10.1750482        0.0054490
      10.3374663        0.0058248
      10.4998843        0.0043216
      10.6623024        0.0031942
      10.8247205        0.0028184
      10.9871385        0.0028184
      11.1495566        0.0016911
      11.3119747        0.0024426
      11.4743927        0.0018790
      11.6368108        0.0011274
      11.7992289        0.0009395
      11.9616469        0.0009395
      12.1240650        0.0015032
      12.2864831        0.0009395
      12.4489011        0.0007516
      12.6113192        0.0003758
      12.7737373        0.0009395
      12.9361553        0.0009395
      13.0985734        0.0007516
      13.2609915        0.0005637
      13.4234096        0.0000000
      13.5858276        0.0001879
      13.7482457        0.0000000
      13.9106638        0.0003758
      14.0730818        0.0000000
      14.2354999        0.0000000
      14.3979180        0.0000000
      14.5603360        0.0000000
      14.7227541        0.0000000
      14.8851722        0.0000000
      15.0475902        0.0000000
      15.2100083        0.0000000
      15.3724264        0.0000000
      15.5348444        0.0000000
      15.6972625        0.0000000
      15.8596806        0.0000000
      16.0220986        0.0000000
      16.1845167        0.0000000
      16.3469348        0.0000000
      16.5093528        0.0000000
       0.2675461        0.0000000
       0.4299642        0.0003758
       0.5923822        0.0016911
       0.7548003        0.0031942
       0.9172184        0.0071400
       1.0796364        0.0112737
       1.2420545        0.0234869
       1.4044726        0.0375790
       1.5668906        0.0507317
       1.7293087        0.0635086
       1.8917268        0.0847407
       2.0541448        0.0941355
       2.2165629        0.1108582
       2.3789810        0.1424246
       2.5413990        0.1598988
       2.7038171        0.1692936
       2.8662352        0.1835736
       3.0286532        0.2185221
       3.1910713        0.2160795
       3.3534894        0.2194616
       3.5159074        0.2297959
       3.6783255        0.2331780
       3.8407436        0.2416332
       4.0031616        0.2344932
       4.1655797        0.2239711
       4.3279978        0.2237832
       4.4904158        0.1991689
       4.6528339        0.2111942
       4.8152520        0.2051816
       4.9776700        0.1937200
       5.1400881        0.1835736
       5.3025062        0.1676025
       5.4649242        0.1608383
       5.6273423        0.1523830
       5.7897604        0.1392304
       5.9521784        0.1349088
       6.1145965        0.1241987
       6.2770146        0.1025908
       6.4394327        0.0952629
       6.6018507        0.0943234
       6.7642688        0.1007118
       6.9266869        0.0789160
       7.0891049        0.0710244
       7.2515230        0.0657633
       7.4139411        0.0554291
       7.5763591        0.0531743
       7.7387772        0.0441554
       7.9011953        0.0405854
       8.0636133        0.0390822
       8.2260314        0.0315664
       8.3884495        0.0317543
       8.5508675        0.0255537
       8.7132856        0.0223595
       8.8757037        0.0219837
       9.0381217        0.0169106
       9.2005398        0.0144679
       9.3629579        0.0108979
       9.5253759        0.0125890
       9.6877940        0.0099584
       9.8502121        0.0078916
      10.0126301        0.0063884
      10.1750482        0.0065763
      10.3374663        0.0054490
      10.4998843        0.0045095
      10.6623024        0.0033821
      10.8247205        0.0048853
      10.9871385        0.0022547
      11.1495566        0.0037579
      11.3119747        0.0022547
      11.4743927        0.0007516
      11.6368108        0.0018790
      11.7992289        0.0016911
      11.9616469        0.0011274
      12.1240650        0.0007516
      12.2864831        0.0015032
      12.4489011        0.0013153
      12.6113192        0.0003758
      12.7737373        0.0000000
      12.9361553        0.0005637
      13.0985734        0.0005637
      13.2609915        0.0001879
      13.4234096        0.0005637
      13.5858276        0.0001879
      13.7482457        0.0003758
      13.9106638        0.0007516
      14.0730818        0.0003758
      14.2354999        0.0000000
      14.3979180        0.0000000
      14.5603360        0.0000000
      14.7227541        0.0001879
      14.8851722        0.0003758
      15.0475902        0.0000000
      15.2100083        0.0000000
      15.3724264        0.0000000
      15.5348444        0.0001879
      15.6972625        0.0000000
      15.8596806        0.0000000
      16.0220986        0.0000000
      16.1845167        0.0000000
      16.3469348        0.0000000
      16.5093528        0.0000000
       0.2675461        0.0000000
       0.4299642        0.0001879
       0.5923822        0.0005637
       0.7548003        0.0022547
       0.9172184        0.0082674
       1.0796364        0.0120253
       1.2420545        0.0206685
       1.4044726        0.0296874
       1.5668906        0.0417127
       1.7293087        0.0620054
       1.8917268        0.0768491
       2.0541448        0.0926323
       2.2165629        0.1257019
       2.3789810        0.1330298
       2.5413990        0.1546378
       2.7038171        0.1702331
       2.8662352        0.1858284
       3.0286532        0.2044300
       3.1910713        0.2126974
       3.3534894        0.2190858
       3.5159074        0.2373117
       3.6783255        0.2311111
       3.8407436        0.2450154
       4.0031616        0.2256622
       4.1655797        0.2337417
       4.3279978        0.2305474
       4.4904158        0.2066847
       4.6528339        0.2185221
       4.8152520        0.2040542
       4.9776700        0.1888347
       5.1400881        0.1822584
       5.3025062        0.1660994
       5.4649242        0.1653478
       5.6273423        0.1409214
       5.7897604        0.1431762
       5.9521784        0.1305872
       6.1145965        0.1247624
       6.2770146        0.1114219
       6.4394327        0.1067245
       6.6018507        0.0982692
       6.7642688        0.0890623
       6.9266869        0.0783523
       7.0891049        0.0644481
       7.2515230        0.0665149
       7.4139411        0.0558049
       7.5763591        0.0509196
       7.7387772        0.0471617
       7.9011953        0.0445312
       8.0636133        0.0390822
       8.2260314        0.0336332
       8.3884495        0.0308148
       8.5508675        0.0263053
       8.7132856        0.0261174
       8.8757037        0.0238627
       9.0381217        0.0169106
       9.2005398        0.0159711
       9.3629579        0.0142800
       9.5253759        0.0118374
       9.6877940        0.0105221
       9.8502121        0.0097706
      10.0126301        0.0093948
      10.1750482        0.0075158
      10.3374663        0.0063884
      10.4998843        0.0043216
      10.6623024        0.0048853
      10.8247205        0.0031942
      10.9871385        0.0039458
      11.1495566        0.0037579
      11.3119747        0.0024426
      11.4743927        0.0024426
      11.6368108        0.0011274
      11.7992289        0.0018790
      11.9616469        0.0011274
      12.1240650        0.0009395
      12.2864831        0.0011274
      12.4489011        0.0005637
      12.6113192        0.0005637
      12.7737373        0.0001879
      12.9361553        0.0003758
      13.0985734        0.0001879
      13.2609915        0.0001879
      13.4234096        0.0000000
      13.5858276        0.0003758
      13.7482457        0.0000000
      13.9106638        0.0003758
      14.0730818        0.0000000
      14.2354999        0.0000000
      14.3979180        0.0000000
      14.5603360        0.0000000
      14.7227541        0.0000000
      14.8851722        0.0000000
      15.0475902        0.0000000
      15.2100083        0.0001879
      15.3724264        0.0000000
      15.5348444        0.0000000
      15.6972625        0.0000000
      15.8596806        0.0000000
      16.0220986        0.0000000
      16.1845167        0.0000000
      16.3469348        0.0000000
      16.5093528        0.0000000
       0.2675461        0.0000000
       0.4299642        0.0003758
       0.5923822        0.0013153
       0.7548003        0.0028184
       0.9172184        0.0056369
       1.0796364        0.0127769
       1.2420545        0.0186016
       1.4044726        0.0336332
       1.5668906        0.0445312
       1.7293087        0.0569323
       1.8917268        0.0721518
       2.0541448        0.0943234
       2.2165629        0.1076640
       2.3789810        0.1226956
       2.5413990        0.1446793
       2.7038171        0.1506920
       2.8662352        0.1845131
       3.0286532        0.1993568
       3.1910713        0.1967263
       3.3534894        0.2140127
       3.5159074        0.2211527
       3.6783255        0.2247227
       3.8407436        0.2264137
       4.0031616        0.2472701
       4.1655797        0.2239711
       4.3279978        0.2254743
       4.4904158        0.2222800
       4.6528339        0.2138248
       4.8152520        0.2170190
       4.9776700        0.2061211
       5.1400881        0.1946594
       5.3025062        0.1771852
       5.4649242        0.1702331
       5.6273423        0.1608383
       5.7897604        0.1476856
